name,rank,net_worth,age,gender,country,state,city,category,self_made,title,source,position_change,cpi_country,cpi_change_country,gdp_country,gdp_change_country,gross_primary_enrlmt_country,gross_tertiary_enrlmt_country,life_expectancy_country,population_country,unemployment_rate_country,latitude_country,longitude_country
Michael Minhong Yu,1905,1500,61,M,China,NA,Beijing,Service,TRUE,NA,Education,R,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Justin Yuan,1905,1500,NA,M,China,NA,Shanghai,Media & Entertainment,TRUE,NA,Online games,E,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Zhang Bangxin,1905,1500,43,M,China,NA,Beijing,Service,TRUE,NA,Education,R,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Zhang Hong,1905,1500,NA,F,China,NA,Hangzhou,Energy,TRUE,NA,Solar,Split Family Fortune,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Zhou Zongwen & family,1905,1500,66,M,China,NA,Shenzhen,Fashion & Retail,TRUE,NA,Jewelry,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Antti Aarnio-Wihuri,2020,1400,83,M,Finland,NA,Helsinki,Diversified,FALSE,NA,Diversified,D,123.3317901,8.201327400000011,280242000000,-13981000000,98.61901855,98.61901855,81.18780488,5556106,6.719,61.92411,25.748151
Alberto Alcocer,2020,1400,80,M,Spain,NA,Madrid,Finance & Investments,TRUE,NA,Investments,U,123.5917283,9.567306200000004,1446500000000,-14740000000,102.4459915,102.4459915,83.08292683,47759127,12.917,40.463667,-3.74922
Nigel Austin,2020,1400,52,M,Australia,NA,Melbourne,Fashion & Retail,TRUE,NA,Retail,D,132.4661811,8.194588999999993,1690860000000,134120000000,99.13298798,99.13298798,83.2,26014399,3.728,-25.274398,133.775136
Binny Bansal,2020,1400,40,M,Singapore,NA,Singapore,Technology,TRUE,NA,Flipkart,U,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
Girdhari Lal Bawri,2020,1400,75,M,India,NA,Mumbai,Healthcare,TRUE,NA,Pharmaceuticals,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
John Bloor,2020,1400,79,M,United Kingdom,NA,Aberdyfi,Diversified,TRUE,NA,"Real estate, manufacturing",D,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Vladimir Bogdanov,2020,1400,71,M,Russia,NA,Surgut,Energy,TRUE,NA,Oil,R,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Amit Burman,2020,1400,53,M,India,NA,Delhi,Food & Beverage,FALSE,NA,Consumer goods,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Cai Jianyong,2020,1400,52,M,China,NA,Ningbo,Metals & Mining,TRUE,NA,Nickel,N,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Steve Case,2020,1400,64,M,United States,Virginia,McLean,Technology,TRUE,NA,AOL,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Chen Wenyuan & family,2020,1400,55,M,China,NA,Suzhou,Technology,TRUE,NA,Testing equipment,E,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Chua Thian Poh,2020,1400,74,M,Singapore,NA,Singapore,Real Estate,TRUE,NA,Real estate,U,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
Sasson Dayan & family,2020,1400,83,M,Brazil,NA,Sao Paulo,Finance & Investments,TRUE,NA,Banking,U,204.4821206,17.36469550000001,1951920000000,281270000000,103.9703217,103.9703217,73.425,210306415,9.231,-14.235004,-51.92528
Chris Ellison,2020,1400,65,M,Australia,NA,Perth,Metals & Mining,TRUE,NA,Mining,N,132.4661811,8.194588999999993,1690860000000,134120000000,99.13298798,99.13298798,83.2,26014399,3.728,-25.274398,133.775136
John Farber,2020,1400,97,M,United States,New York,New York,Manufacturing,TRUE,Dr.,Chemicals,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
J. Christopher Flowers,2020,1400,65,M,United States,Florida,Palm Beach,Finance & Investments,TRUE,Founder and Managing Director,Investments,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Reinold Geiger,2020,1400,75,M,Switzerland,NA,Geneva,Fashion & Retail,TRUE,NA,Beauty products,D,102.2172818,2.817997550000001,818427000000,5018000000,101.3630676,101.3630676,83.45365854,8777088,4.122,46.818188,8.227512
Ali Ghodsi,2020,1400,44,M,United States,California,San Francisco,Technology,TRUE,NA,Data analytics,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Lance Gokongwei,2020,1400,55,M,Philippines,NA,Manila,Diversified,FALSE,NA,Diversified,D,145.9658684,8.029494499999998,404353000000,10266000000,91.87155462,91.87155462,72.187,113964338,2.598,12.879721,121.774017
Guan Yihong,2020,1400,53,M,China,NA,Guangzhou,Food & Beverage,TRUE,NA,Restaurant,U,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Rajinder Gupta,2020,1400,64,M,India,NA,Ludhiana,Manufacturing,TRUE,NA,"Textiles, paper",D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Torstein Hagen,2020,1400,80,M,Switzerland,NA,Lucerne,Service,TRUE,NA,Cruises,D,102.2172818,2.817997550000001,818427000000,5018000000,101.3630676,101.3630676,83.45365854,8777088,4.122,46.818188,8.227512
Ayman Hariri,2020,1400,44,M,France,NA,Paris,Construction & Engineering,FALSE,NA,"Construction, investments",E,118.2582836,5.869362499999994,2796300000000,-170130000000,102.7205811,102.7205811,82.22926829,68065015,7.308,46.227638,2.213749
Alfredo Harp Helu & family,2020,1400,79,M,Mexico,NA,Mexico City,Finance & Investments,TRUE,NA,"Banking, investments",U,166.8903693,12.213697200000013,1464310000000,147740000000,102.0047836,102.0047836,74.832,128613117,3.256,23.634501,-102.552784
He Xiaopeng,2020,1400,45,M,China,NA,Guangzhou,Automotive,TRUE,NA,Electric vehicles,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Christoph Henkel,2020,1400,65,M,United Kingdom,NA,London,Fashion & Retail,FALSE,NA,Consumer goods,E,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Daniel Hirschfeld,2020,1400,81,M,United States,Nebraska,Kearney,Fashion & Retail,FALSE,NA,Fashion retail,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Drew Houston,2020,1400,40,M,United States,Texas,Austin,Technology,TRUE,CEO,Cloud storage service,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Huang Jinxiang & family,2020,1400,58,M,China,NA,Xuancheng,Manufacturing,TRUE,NA,Chemicals,U,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Rameshchandra Jain,2020,1400,74,M,India,NA,Mumbai,Manufacturing,TRUE,NA,Textiles,U,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Ke Zunhong & family,2020,1400,68,M,China,NA,Chengdu,Healthcare,TRUE,NA,Pharmaceuticals,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Kim Taek-jin,2020,1400,56,M,South Korea,NA,Seoul,Media & Entertainment,TRUE,NA,Online games,D,124.7095918,6.039719399999996,1673920000000,-144510000000,99.03336334,99.03336334,82.6804878,51672569,2.857,35.907757,127.766922
Koh Wee Meng,2020,1400,59,M,Singapore,NA,Singapore,Real Estate,TRUE,NA,"Real estate, hotels",U,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
Sergei Kolesnikov,2020,1400,51,M,Russia,NA,Moscow,Manufacturing,TRUE,NA,Building materials,U,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Hemendra Kothari,2020,1400,76,M,India,NA,Mumbai,Finance & Investments,FALSE,NA,Financial services,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Sebastian Kulczyk,2020,1400,42,M,Switzerland,NA,NA,Finance & Investments,FALSE,NA,Diversified,E,102.2172818,2.817997550000001,818427000000,5018000000,101.3630676,101.3630676,83.45365854,8777088,4.122,46.818188,8.227512
Kwee Liong Keng,2020,1400,77,M,Singapore,NA,Singapore,Real Estate,FALSE,NA,Real estate,Split Family Fortune,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
Kwee Liong Phing,2020,1400,65,M,Singapore,NA,Singapore,Real Estate,FALSE,NA,Real estate,Split Family Fortune,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
Kwee Liong Seen,2020,1400,70,M,Singapore,NA,Singapore,Real Estate,FALSE,NA,Real estate,Split Family Fortune,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
Kwee Liong Tek,2020,1400,76,M,Singapore,NA,Singapore,Real Estate,FALSE,NA,Real estate,Split Family Fortune,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
Kwek Leng Keow,2020,1400,71,M,Singapore,NA,Singapore,Diversified,FALSE,NA,Diversified,N,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
Kwek Leng Peck,2020,1400,67,M,Singapore,NA,Singapore,Diversified,FALSE,NA,Diversified,U,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
Raymond Kwok,2020,1400,69,M,Hong Kong,NA,Hong Kong,Real Estate,FALSE,NA,Real estate,U,139.6823609,2.579409799999979,358681000000,-10273000000,101.0810394,101.0810394,83.66097561,7346100,4.318,22.396428,114.109497
Lee Ho-jin,2020,1400,60,M,South Korea,NA,Seoul,Diversified,FALSE,NA,Diversified,U,124.7095918,6.039719399999996,1673920000000,-144510000000,99.03336334,99.03336334,82.6804878,51672569,2.857,35.907757,127.766922
Michael Lee-Chin,2020,1400,72,M,Canada,NA,Burlington,Finance & Investments,TRUE,NA,Mutual funds,D,129.8583286,8.271322299999994,2161480000000,154010000000,96.01157379,96.01157379,81.29560976,38939056,5.279,56.130366,-106.346771
Manfredi Lefebvre d'Ovidio & family,2020,1400,69,M,Monaco,NA,Monte Carlo,Service,FALSE,NA,Cruises,D,NA,NA,8800430486,177187743,NA,NA,NA,38931,NA,43.750298,7.412841
Bernard Lewis & family,2020,1400,97,M,United Kingdom,NA,London,Fashion & Retail,TRUE,NA,Fashion retailer,U,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Li Jinyang,2020,1400,NA,F,China,NA,Chifeng,Metals & Mining,FALSE,NA,Mining,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
William Li,2020,1400,48,M,China,NA,Beijing,Automotive,TRUE,NA,Electric vehicles,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Jenny Lindén Urnes,2020,1400,52,F,Sweden,NA,Helsingborg,Manufacturing,FALSE,NA,Powdered metal,E,122.9571834,9.495904600000003,579896000000,-57291000000,116.4253922,116.4253922,83.1097561,10486941,7.392,60.128161,18.643501
Liu Fangyi,2020,1400,53,M,China,NA,Shanghai,Healthcare,TRUE,NA,Medical equipment,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
K.C. Liu,2020,1400,69,M,Taiwan,NA,Taipei,Technology,TRUE,NA,Manufacturing,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.69781,120.960515
Liu Ming Chung,2020,1400,60,M,Hong Kong,NA,Hong Kong,Manufacturing,TRUE,NA,Paper,D,139.6823609,2.579409799999979,358681000000,-10273000000,101.0810394,101.0810394,83.66097561,7346100,4.318,22.396428,114.109497
Anatoly Lomakin,2020,1400,70,M,Russia,NA,Moscow,Metals & Mining,TRUE,NA,Investments,E,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Brandt Louie,2020,1400,79,M,Canada,NA,Vancouver,Food & Beverage,FALSE,NA,Drugstores,D,129.8583286,8.271322299999994,2161480000000,154010000000,96.01157379,96.01157379,81.29560976,38939056,5.279,56.130366,-106.346771
Lucia Maggi & family,2020,1400,90,F,Brazil,NA,Rondonopolis,Diversified,TRUE,Philanthropist,Agribusiness,Split Family Fortune,204.4821206,17.36469550000001,1951920000000,281270000000,103.9703217,103.9703217,73.425,210306415,9.231,-14.235004,-51.92528
Gary Magness,2020,1400,69,M,United States,Colorado,Denver,Media & Entertainment,FALSE,NA,"Cable TV, investments",E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Mao Lixiang & family,2020,1400,82,M,China,NA,Ningbo,Technology,TRUE,NA,Cooking appliances,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
David McMurtry,2020,1400,82,M,United Kingdom,NA,Wotton-under-Edge,Manufacturing,TRUE,NA,Manufacturing,D,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Deepak Mehta,2020,1400,66,M,India,NA,Vadodara,Manufacturing,FALSE,NA,Chemicals,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Miao Shouliang,2020,1400,68,M,China,NA,Shenzhen,Real Estate,TRUE,NA,Real estate,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Miao Yongjun,2020,1400,55,M,China,NA,Zhengzhou,Healthcare,TRUE,NA,Clinical diagnostics,U,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Yoshiko Mori,2020,1400,82,F,Japan,NA,Tokyo,Real Estate,FALSE,NA,Real estate,U,107.8396906,2.627878299999992,4256410000000,-778210000000,102.1587067,102.1587067,83.99634146,125124989,2.6,36.204824,138.252924
Marius Nacht,2020,1400,57,M,Israel,NA,Tel Aviv,Technology,TRUE,NA,Software,E,113.9397968,4.795366099999995,525000000000,35292000000,96.31256866,96.31256866,82.7,9557500,3.695,31.046051,34.851612
Tadako Nakatani,2020,1400,NA,F,Japan,NA,Kobe,Healthcare,FALSE,NA,Medical diagnostic equipment,D,107.8396906,2.627878299999992,4256410000000,-778210000000,102.1587067,102.1587067,83.99634146,125124989,2.6,36.204824,138.252924
Vadim Novinsky,2020,1400,59,M,Ukraine,NA,Kiev,Metals & Mining,TRUE,NA,Steel,U,380.318229,63.870633,161990000000,-37776000000,92.77116345,92.77116345,68.58792683,41048766,NA,48.379433,31.16558
Niti Osathanugrah,2020,1400,49,M,Thailand,NA,Bangkok,Finance & Investments,FALSE,NA,"Energy drinks,investments",D,120.5986887,6.909368700000002,495645000000,-10611000000,105.1011071,105.1011071,79.68,71735329,0.94,15.870032,100.992541
Gretel Packer,2020,1400,57,F,Australia,NA,Sydney,Finance & Investments,FALSE,NA,Investments,D,132.4661811,8.194588999999993,1690860000000,134120000000,99.13298798,99.13298798,83.2,26014399,3.728,-25.274398,133.775136
Pan Longquan,2020,1400,58,M,China,NA,Nanjing,Manufacturing,TRUE,NA,Manufacturing,N,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Pan Shiyi,2020,1400,60,M,China,NA,Beijing,Real Estate,TRUE,NA,Real estate,Split Family Fortune,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
David Paul,2020,1400,56,M,United States,Pennsylvania,Audubon,Healthcare,TRUE,Founder and Executive Chairman,Medical devices,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Tom Persson,2020,1400,38,M,Sweden,NA,Stockholm,Fashion & Retail,FALSE,NA,H&M,D,122.9571834,9.495904600000003,579896000000,-57291000000,116.4253922,116.4253922,83.1097561,10486941,7.392,60.128161,18.643501
Qian Jinghong,2020,1400,50,F,China,NA,Wuxi,Automotive,TRUE,NA,Electric scooters,R,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Qin Long,2020,1400,57,M,China,NA,Qingdao,Manufacturing,TRUE,NA,Tire,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
M.Satyanarayana Reddy,2020,1400,65,M,India,NA,Hyderabad,Healthcare,TRUE,NA,Pharmaceuticals,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Mochtar Riady & family,2020,1400,93,M,Indonesia,NA,Jakarta,Diversified,TRUE,NA,Diversified,D,163.0717524,6.5871621999999945,1319080000000,132570000000,100.6449929,100.6449929,68.25,278830529,3.462,-0.789275,113.921327
Rihanna,2020,1400,35,F,United States,California,Los Angeles,Fashion & Retail,TRUE,Musician,"Music, cosmetics",D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Boris Rotenberg,2020,1400,66,M,Russia,NA,Moscow,Construction & Engineering,TRUE,NA,"Construction, pipes, chemicals",U,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Subhash Runwal,2020,1400,79,M,India,NA,Mumbai,Real Estate,TRUE,NA,Real estate,E,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Igor Rybakov,2020,1400,50,M,Russia,NA,Moscow,Manufacturing,TRUE,NA,Building materials,U,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Carlos Sanchez,2020,1400,61,M,Brazil,NA,Santo Andre,Healthcare,FALSE,NA,Generic drugs,E,204.4821206,17.36469550000001,1951920000000,281270000000,103.9703217,103.9703217,73.425,210306415,9.231,-14.235004,-51.92528
Martin Selig,2020,1400,85,M,United States,Washington,Seattle,Real Estate,TRUE,NA,Real estate,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Airat Shaimiev,2020,1400,61,M,Russia,NA,Kazan,Energy,TRUE,NA,"Refinery, chemicals",U,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Radik Shaimiev,2020,1400,58,M,Russia,NA,Kazan,Energy,TRUE,NA,"Refinery, chemicals",U,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Nobutoshi Shimamura,2020,1400,97,M,Japan,NA,Saitama,Fashion & Retail,TRUE,NA,Retail,U,107.8396906,2.627878299999992,4256410000000,-778210000000,102.1587067,102.1587067,83.99634146,125124989,2.6,36.204824,138.252924
Jared Smith,2020,1400,48,M,United States,Utah,Provo,Technology,TRUE,NA,Cloud computing,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Charlotte Soderstrom,2020,1400,46,F,Sweden,NA,Stockholm,Fashion & Retail,FALSE,NA,H&M,D,122.9571834,9.495904600000003,579896000000,-57291000000,116.4253922,116.4253922,83.1097561,10486941,7.392,60.128161,18.643501
Anand Surana,2020,1400,52,M,India,NA,Bangalore,Healthcare,FALSE,NA,Pharmaceuticals,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Dilip Surana,2020,1400,57,M,India,NA,Bangalore,Healthcare,FALSE,NA,Pharmaceuticals,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Wilma Tisch,2020,1400,95,F,United States,New York,New York,Finance & Investments,FALSE,NA,Diversified,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Jianyi Wang,2020,1400,60,M,China,NA,Hangzhou,Technology,TRUE,NA,Fiber optic cables,U,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Wang Jilei,2020,1400,58,M,China,NA,Shanghai,Logistics,TRUE,NA,Logistics,U,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Shuifu Wang,2020,1400,68,M,China,NA,Hangzhou,Manufacturing,TRUE,NA,Manufacturing,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Wang Yanqing & family,2020,1400,76,F,China,NA,Weihai,Manufacturing,FALSE,NA,Carbon fiber products,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Wang Zelong,2020,1400,26,M,China,NA,Jiaozuo,Metals & Mining,FALSE,NA,Chemicals,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Werner O. Weber,2020,1400,84,M,Switzerland,NA,Zurich,Manufacturing,TRUE,NA,Electronic components,E,102.2172818,2.817997550000001,818427000000,5018000000,101.3630676,101.3630676,83.45365854,8777088,4.122,46.818188,8.227512
Anne Werninghaus,2020,1400,37,F,Brazil,NA,Joinville,Manufacturing,FALSE,NA,Industrial machinery,U,204.4821206,17.36469550000001,1951920000000,281270000000,103.9703217,103.9703217,73.425,210306415,9.231,-14.235004,-51.92528
"Alfred West, Jr.",2020,1400,80,M,United States,Pennsylvania,Paoli,Finance & Investments,TRUE,NA,Money management,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Bo Wu,2020,1400,68,M,China,NA,Nanjing,Manufacturing,TRUE,NA,Machinery,E,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Wu Chaoqun,2020,1400,53,M,China,NA,Meishan,Manufacturing,TRUE,NA,Chemicals,U,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Swift Xie,2020,1400,43,M,China,NA,Shenzhen,Technology,TRUE,Chief Marketing Officer,Drones,E,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Xu Guozhong & family,2020,1400,59,M,China,NA,Changzhou,Manufacturing,TRUE,NA,Motors,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Yao Kuizhang,2020,1400,58,M,China,NA,Hengshui,Food & Beverage,TRUE,NA,Beverages,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Yu Peidi,2020,1400,63,M,China,NA,Shanghai,Real Estate,TRUE,NA,Real estate,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Yuan Liping,2020,1400,52,F,China,NA,Shenzhen,Healthcare,FALSE,NA,Pharmaceuticals,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Zhang Chuanwei & family,2020,1400,60,M,China,NA,Zhongshan,Manufacturing,TRUE,NA,Machinery,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Zhang Keqiang,2020,1400,62,M,China,NA,Guangzhou,Real Estate,TRUE,NA,Real estate,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Zhang Xin,2020,1400,57,F,China,NA,Beijing,Real Estate,TRUE,"Cofounder, CEO",Real estate,Split Family Fortune,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Xinghai Zhang & family,2020,1400,60,M,China,NA,Chongqing,Manufacturing,TRUE,NA,Machinery,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Zheng Jianjiang & family,2020,1400,62,M,China,NA,Ningbo,Manufacturing,TRUE,NA,Electrical equipment,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Zhong Sheng Jian,2020,1400,65,M,Singapore,NA,Singapore,Real Estate,TRUE,NA,Real estate,D,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
Zhou Chengjian,2020,1400,57,M,China,NA,Shanghai,Fashion & Retail,TRUE,NA,Fashion retail,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Boris Zingarevich,2020,1400,63,M,Russia,NA,Saint Petersburg,Diversified,TRUE,NA,"Pulp and paper, diversified",R,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
A. Jayson Adair,2133,1300,53,M,United States,Texas,Dallas,Automotive,TRUE,NA,Damaged cars,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Soegiarto Adikoesoemo,2133,1300,85,M,Indonesia,NA,Surabaya,Logistics,TRUE,NA,Chemicals,R,163.0717524,6.5871621999999945,1319080000000,132570000000,100.6449929,100.6449929,68.25,278830529,3.462,-0.789275,113.921327
